File name,Class,Number of faces,Number of vertices,Type of faces,Bounding box
D00638,Cup,13568,6786,[3],[-0.540268  0.960222 -0.392506  0.524391 -0.463908  0.453931]
D00642,Cup,3036,1686,[3],[-0.835482  0.97391  -0.301635  0.236074 -0.282773  0.255214]
D00738,Cup,20331,10318,[3],[-1.02336   0.666301 -0.466564  0.660126 -0.522179  0.520628]
D00843,Cup,16832,9127,[3],[-0.783894  0.745375 -0.329732  0.377492 -0.347978  0.35917 ]
D00874,Cup,3748,2296,[3],[-0.7571    0.784032 -0.688516  0.68702  -0.758328  0.615694]
D00882,Cup,3102,1553,[3],[-1.0525    0.604467 -0.37905   0.637049 -0.486175  0.474396]
m494,Cup,1536,770,[3],[0.025  0.3425 0.025  0.3425 0.025  0.975 ]
m495,Cup,2750,1401,[3],[0.025    0.743052 0.025    0.975    0.025    0.741634]
m496,Cup,1000,502,[3],[0.025    0.639734 0.025    0.975    0.025    0.61202 ]
m497,Cup,6012,3008,[3],[0.025    0.415029 0.025    0.415029 0.025    0.975   ]
m498,Cup,720,380,[3],[0.025    0.975    0.025    0.871244 0.025    0.975   ]
m499,Cup,636,339,[3],[0.025    0.727903 0.025    0.727903 0.025    0.975   ]
m500,Cup,138,71,[3],[0.025    0.95964  0.025    0.896862 0.025    0.975   ]
m501,Cup,2000,1072,[3],[0.025    0.677538 0.025    0.975    0.025    0.677538]
m502,Cup,1500,752,[3],[0.025    0.675007 0.025    0.975    0.025    0.675007]
m526,Cup,226,120,[3],[0.025    0.975    0.025    0.658894 0.025    0.5     ]
D00048,DeskLamp,6976,4189,[3],[-1.12769   0.6057   -0.581116  0.666292 -0.630788  0.731294]
D00090,DeskLamp,11216,6516,[3],[-0.875     0.735197 -0.686618  0.781815 -0.296137  0.30965 ]
D00147,DeskLamp,836,503,[3],[-0.725228  0.962518 -0.407043  0.452214 -0.171117  0.183875]
D00257,DeskLamp,4366,2208,[3],[-0.955963  0.631241 -0.322302  0.399708 -0.306709  0.302267]
D00268,DeskLamp,3672,1868,[3],[-0.599151  0.974827 -0.187466  0.115978 -0.104204  0.109359]
D00330,DeskLamp,18523,13579,[3],[-1.18276   0.505399 -0.353165  0.181292 -0.191189  0.183064]
D00378,DeskLamp,116,69,[3],[-0.907867  0.946441 -0.256646  0.722841 -0.565493  0.379832]
D00435,DeskLamp,4476,2252,[3],[-1.03346   0.693677 -0.386675  0.507452 -0.35865   0.350955]
D00455,DeskLamp,15060,7627,[3],[-0.93453   0.666272 -0.360921  0.263151 -0.253472  0.24362 ]
D00531,DeskLamp,4546,2300,[3],[-1.15289   0.699147 -0.236515  0.296754 -0.186329  0.191789]
D00547,DeskLamp,45584,22837,[3],[-0.921965  0.706008 -0.412163  0.328925 -0.565215  0.209583]
D00686,DeskLamp,6901,3558,[3],[-0.929669  0.912698 -0.619726  0.859064 -0.299398  0.352642]
D00693,DeskLamp,1224,655,[3],[-1.07987   0.780756 -0.23138   0.4341   -0.309121  0.273299]
D00698,DeskLamp,1044,615,[3],[-0.887514  0.766981 -0.490664  0.360029 -0.27815   0.3526  ]
D00715,DeskLamp,3916,1964,[3],[-1.0124    0.780967 -0.42488   0.587314 -0.474136  0.464886]
D00744,DeskLamp,38066,21616,[3],[-0.785537  1.14582  -0.236031  0.292991 -0.264958  0.167928]
D00759,DeskLamp,11780,5982,[3],[-0.902994  0.949175 -0.756791  0.698912 -0.499502  0.542295]
D00776,DeskLamp,1972,1001,[3],[-1.00827   0.69438  -0.378761  0.326064 -0.26802   0.196867]
D00797,DeskLamp,28504,14960,[3],[-0.773745  0.899578 -0.684703  0.464712 -0.35179   0.353095]
D00912,DeskLamp,8640,10656,[3],[-0.826668  1.01155  -0.803363  0.671597 -0.337562  0.314515]
m603,DeskLamp,320,166,[3],[0.025    0.583322 0.025    0.846549 0.025    0.975   ]
m604,DeskLamp,2333,1316,[3],[0.025    0.69906  0.025    0.975    0.025    0.156056]
m605,DeskLamp,1300,531,[3],[0.025    0.502077 0.025    0.975    0.025    0.836867]
m606,DeskLamp,145,87,[3],[0.025    0.838636 0.025    0.975    0.025    0.458987]
m608,DeskLamp,1314,699,[3],[0.025    0.759984 0.025    0.90819  0.025    0.975   ]
m609,DeskLamp,2234,1137,[3],[0.025    0.212564 0.025    0.720676 0.025    0.975   ]
m611,DeskLamp,200,87,[3],[0.025    0.844015 0.025    0.975    0.025    0.458932]
m613,DeskLamp,200,136,[3],[0.025    0.975    0.025    0.934536 0.025    0.298021]
m614,DeskLamp,684,336,[3],[0.025    0.396062 0.025    0.975    0.025    0.919718]
m615,DeskLamp,5410,2689,[3],[0.025    0.863495 0.025    0.747334 0.025    0.975   ]
m616,DeskLamp,28358,14129,[3],[0.025    0.773417 0.025    0.975    0.025    0.442888]
D00118,DeskPhone,21950,12443,[3],[-0.775724  0.897899 -0.727948  0.591752 -0.22007   0.218757]
D00135,DeskPhone,848,531,[3],[-0.847322  0.884304 -0.533093  0.765637 -0.210727  0.143761]
D00154,DeskPhone,22944,17247,[3],[-0.633179  0.967745 -0.637106  0.42905  -0.131654  0.106948]
D00220,DeskPhone,7780,3924,[3],[-0.737965  0.748198 -0.674884  0.508508 -0.377125  0.498221]
D00316,DeskPhone,94497,48093,[3],[-0.628642  0.811874 -0.593525  0.701571 -0.286264  0.244973]
D00318,DeskPhone,8494,4313,[3],[-0.714041  0.810842 -0.660621  0.614137 -0.5206    0.270839]
D00403,DeskPhone,54523,27361,[3],[-1.14834   0.542027 -0.4665    0.579623 -0.300472  0.823005]
D00486,DeskPhone,3314,1699,[3],[-0.754318  0.968448 -0.637186  0.494299 -0.378441  0.291523]
D00511,DeskPhone,60638,31349,[3],[-0.897564  0.722718 -0.349662  0.260148 -0.120496  0.264187]
D00556,DeskPhone,1108,586,[3],[-0.851434  0.837127 -0.497319  0.918088 -0.430833  0.255611]
D00576,DeskPhone,26647,13619,[3],[-0.755345  0.819921 -0.473597  0.471047 -0.179611  0.197132]
D00680,DeskPhone,1508,820,[3],[-0.77804   0.777776 -0.498658  0.848873 -0.222143  0.191511]
D00706,DeskPhone,51962,44937,[3],[-0.779021  0.762809 -0.573701  0.756733 -0.273202  0.211645]
D00773,DeskPhone,42664,23711,[3],[-0.706499  0.865278 -0.567667  0.529835 -0.17342   0.195062]
D00829,DeskPhone,7692,3870,[3],[-0.90569   0.924361 -0.910352  0.795984 -0.438572  0.122189]
D00894,DeskPhone,1678,880,[3],[-1.01212   0.568062 -0.594093  0.696047 -0.542462  0.287657]
D00897,DeskPhone,53857,27510,[3],[-1.01916   0.870804 -0.589814  0.353758 -0.242044  0.165194]
D00899,DeskPhone,79652,39872,[3],[-0.714538  0.779728 -0.712053  0.700399 -0.250503  0.255132]
D00957,DeskPhone,28992,14677,[3],[-0.627853  0.899557 -0.614875  0.628953 -0.23102   0.217243]
D00958,DeskPhone,16509,11731,[3],[-0.878467  0.840691 -0.707485  0.824831 -0.37928   0.264976]
D01005,Door,11464,6044,[3],[0.025     0.43396   0.025     0.975     0.025     0.0854325]
D01029,Door,894,456,[3],[0.025    0.545253 0.025    0.975    0.025    0.281945]
D01052,Door,1314,676,[3],[0.025    0.188867 0.025    0.975    0.025    0.503665]
D01058,Door,1617,858,[3],[0.025    0.521695 0.025    0.975    0.025    0.115777]
D01062,Door,252,128,[3],[0.025    0.857435 0.025    0.975    0.025    0.104125]
D01076,Door,3468,1724,[3],[0.025    0.476732 0.025    0.975    0.025    0.089167]
D01104,Door,1772,871,[3],[0.025     0.485632  0.025     0.975     0.025     0.0670163]
D01114,Door,2620,1336,[3],[0.025    0.609224 0.025    0.975    0.025    0.214508]
D01121,Door,16,16,[3],[0.025     0.567857  0.025     0.975     0.025     0.0521429]
D01129,Door,4338,2695,[3],[0.025    0.476846 0.025    0.975    0.025    0.120993]
D01136,Door,1328,716,[3],[0.025    0.547013 0.025    0.975    0.025    0.119732]
D01139,Door,29,31,[3],[0.025     0.5       0.025     0.975     0.025     0.0566667]
D01141,Door,4410,2447,[3],[0.025    0.48635  0.025    0.975    0.025    0.135169]
D01143,Door,72,48,[3],[0.025     0.555623  0.025     0.975     0.025     0.0776375]
D01144,Door,132,68,[3],[0.025    0.32038  0.025    0.975    0.025    0.104125]
D01155,Door,183,128,[3],[0.025    0.950965 0.025    0.975    0.025    0.15807 ]
D01158,Door,1446,716,[3],[0.025    0.566616 0.025    0.975    0.025    0.125402]
D01167,Door,252,124,[3],[0.025    0.61576  0.025    0.975    0.025    0.104125]
D01177,Door,98,88,[3],[0.025    0.475837 0.025    0.975    0.025    0.09054 ]
D01194,Door,18,18,[3],[0.025     0.0373238 0.025     0.975     0.025     0.528047 ]
m1707,Door,894,456,[3],[0.025    0.545253 0.025    0.975    0.025    0.281945]
m1708,Door,16,16,[3],[0.025    0.567857 0.025    0.975    0.025    0.052143]
m1710,Door,988,522,[3],[0.025    0.544423 0.025    0.975    0.025    0.119998]
m1711,Door,132,68,[3],[0.025    0.32038  0.025    0.975    0.025    0.104125]
m1712,Door,3468,1724,[3],[0.025    0.476732 0.025    0.975    0.025    0.089167]
m1713,Door,11464,6044,[3],[0.025    0.43396  0.025    0.975    0.025    0.085432]
m1714,Door,1772,871,[3],[0.025    0.485632 0.025    0.975    0.025    0.067016]
m1715,Door,1314,676,[3],[0.025    0.188867 0.025    0.975    0.025    0.503665]
m1716,Door,4410,2447,[3],[0.025    0.48635  0.025    0.975    0.025    0.135169]
m1717,Door,1617,858,[3],[0.025    0.521695 0.025    0.975    0.025    0.115777]
m1718,Door,4338,2695,[3],[0.025    0.476846 0.025    0.975    0.025    0.120993]
m1720,Door,1328,716,[3],[0.025    0.547013 0.025    0.975    0.025    0.119732]
m1721,Door,1446,716,[3],[0.025    0.566616 0.025    0.975    0.025    0.125402]
m1722,Door,2620,1336,[3],[0.025    0.609224 0.025    0.975    0.025    0.214508]
m1723,Door,252,128,[3],[0.025    0.857435 0.025    0.975    0.025    0.104125]
m1724,Door,252,124,[3],[0.025    0.61576  0.025    0.975    0.025    0.104125]
m1725,Door,6406,3232,[3],[0.025    0.975    0.025    0.953723 0.025    0.210779]
m1726,Door,183,128,[3],[0.025    0.950965 0.025    0.975    0.025    0.15807 ]
m1727,Door,7332,3724,[3],[0.025    0.756079 0.025    0.975    0.025    0.121945]
m1728,Door,3790,2018,[3],[0.025    0.975    0.025    0.972989 0.025    0.11953 ]
m1729,Door,564,336,[3],[0.025    0.691337 0.025    0.975    0.025    0.190569]
m1730,Door,564,336,[3],[0.025    0.691337 0.025    0.975    0.025    0.190569]
m1731,Door,4084,1974,[3],[0.025    0.975    0.025    0.935516 0.025    0.136363]
m1732,Door,575,300,[3],[0.025    0.975    0.025    0.874286 0.025    0.105008]
D00026,Drum,32619,5506,[3],[-0.162762  0.164431 -0.171664  0.150061 -0.001215  0.705   ]
D00063,Drum,7752,1800,[3],[ 0.822257  1.57793   0.454092  1.20977  -0.017463  1.08903 ]
D00115,Drum,204,36,[3],[ 0.538248  1.751362 -0.415186  0.685989 -0.271338  0.427939]
D00163,Drum,37275,8433,[3],[ 0.97323   1.73658  -0.017525  0.779621  0.        0.658813]
D00189,Drum,3894,651,[3],[1.8152  2.2152  0.87003 1.27003 0.445   1.155  ]
D00193,Drum,11628,1800,[3],[ 0.251542  1.007219  0.272348  1.028025 -0.017463  1.089025]
D00297,Drum,33351,5561,[3],"[ 1.09723e+00  1.68205e+00  4.39181e-01  9.67894e-01 -2.22921e-04
  6.73616e-01]"
D00298,Drum,9414,1609,[3],[-0.411341  0.321155  0.700202  1.431571  0.        1.25095 ]
D00308,Drum,1128,168,[3],[0.457612 1.499012 0.326359 1.367759 0.       0.76835 ]
D00375,Drum,30513,4790,[3],[-0.015297  0.501016 -0.439469  0.461281 -0.008625  0.607176]
D00383,Drum,1362,360,[3],[3.71033  4.37073  0.358383 1.01878  1.4224   2.4384  ]
D00404,Drum,8244,1296,[3],[13.758994 15.762962 11.728424 13.732392 -0.06985   2.413   ]
D00551,Drum,1572,240,[3],[2.50802  3.164967 1.011902 2.464058 0.       1.452156]
D00557,Drum,2754,444,[3],[-0.030871  0.508717  0.106069  0.799067 -0.0254    0.6604  ]
D00596,Drum,1329,169,[3],[-2.290357  2.290357 -2.290357  2.290357 -3.484019  3.037768]
D00709,Drum,132,102,[3],[1.67266  2.04694  1.34997  1.69872  0.       0.380591]
D00939,Drum,33603,5390,[3],[-0.148802  0.137049 -0.144365  0.148128  0.        0.262762]
D00951,Drum,50202,7993,[3],[1.665831 2.184424 0.82839  1.323169 0.392571 0.940617]
D00980,Drum,33699,5653,[3],[0.     0.5834 0.     0.5834 0.     0.9578]
D00982,Drum,11316,1835,[3],[-0.159663  0.002263 -0.080963  0.080963 -0.020004  0.020325]
D00012,Fish,6966,4240,[3],[-1.05518   0.713382 -0.391369  0.393205 -0.333878  0.301967]
D00022,Fish,6524,3912,[3],[-1.13572   0.686773 -0.372513  0.440886 -0.253468  0.241286]
D00024,Fish,6672,3952,[3],[-1.10237   0.679145 -0.254958  0.312526 -0.27225   0.252203]
D00030,Fish,6304,3760,[3],[-0.692617  1.06053  -0.307941  0.336987 -0.194262  0.197573]
D00142,Fish,5286,3048,[3],[-0.587419  1.10759  -0.527408  0.443986 -0.336707  0.301658]
D00165,Fish,7130,4264,[3],[-0.721566  1.05587  -0.289676  0.333963 -0.300528  0.315419]
D00251,Fish,6628,4006,[3],[-1.12676   0.56197  -0.621018  0.484538 -0.40586   0.376034]
D00293,Fish,6838,4072,[3],[-1.10406   0.686576 -0.484354  0.454548 -0.325496  0.302995]
D00351,Fish,5549,3206,[3],[-1.118     0.607424 -0.417415  0.470559 -0.311242  0.312823]
D00398,Fish,6412,3820,[3],[-0.659736  1.04382  -0.352784  0.415455 -0.256018  0.226104]
D00450,Fish,6348,3784,[3],[-1.0845    0.656868 -0.375535  0.3473   -0.333079  0.322133]
D00535,Fish,6652,3934,[3],[-1.10596   0.668295 -0.428851  0.492231 -0.313088  0.30638 ]
D00633,Fish,6334,3712,[3],[-0.767358  1.02978  -0.369286  0.346372 -0.335369  0.28666 ]
D00636,Fish,5704,3374,[3],[-1.07007   0.622697 -0.396668  0.339332 -0.327637  0.327741]
D00643,Fish,6526,3928,[3],[-0.670672  0.983972 -0.416426  0.362117 -0.38279   0.358377]
D00682,Fish,6672,3980,[3],[-0.825399  1.08561  -0.373849  0.291511 -0.388286  0.370291]
D00748,Fish,8098,5046,[3],[-1.05002   0.736929 -0.40181   0.303088 -0.263805  0.253426]
D00763,Fish,6824,4122,[3],[-0.667665  1.15983  -0.438726  0.643516 -0.410754  0.396006]
D00850,Fish,7318,4382,[3],[-0.653742  1.10412  -0.398371  0.353582 -0.379845  0.360212]
D00950,Fish,5798,3427,[3],[-1.0048    0.653998 -0.320455  0.364705 -0.549373  0.55313 ]
D00028,FloorLamp,1376,871,[3],[-0.512066  0.857443 -0.274079  0.454505 -0.358054  0.3706  ]
D00093,FloorLamp,7472,3756,[3],[-0.570333  0.523427 -0.573733  0.521013 -0.545006  1.03716 ]
D00186,FloorLamp,15316,7694,[3],[-0.625938  0.980022 -0.507875  0.542201 -0.520385  0.52978 ]
D00211,FloorLamp,9970,5097,[3],[-0.840113  0.802181 -0.577233  0.310548 -0.242279  0.330316]
D00228,FloorLamp,2632,1322,[3],[-0.654154  0.895962 -0.544531  0.567995 -0.556888  0.55567 ]
D00388,FloorLamp,7212,3767,[3],[-0.495216  0.979268 -0.649654  0.664287 -0.673652  0.640507]
D00400,FloorLamp,18962,14213,[3],[-0.757635  0.821496 -0.465739  0.486915 -0.466686  0.485898]
D00408,FloorLamp,6750,4018,[3],[-0.616008  0.925216 -0.632876  0.66224  -0.641696  0.637348]
D00447,FloorLamp,8434,4911,[3],[-0.963398  0.622239 -0.671227  0.665523 -0.662706  0.674666]
D00495,FloorLamp,8487,4282,[3],[-0.87269   0.400885 -0.515695  0.357133 -0.311082  0.360995]
D00563,FloorLamp,26964,11136,[3],[-0.911632  0.585602 -0.509476  0.51286  -0.511188  0.510969]
D00580,FloorLamp,46682,39647,[3],[-1.14269   0.828597 -0.444224  0.752447 -0.578098  0.620116]
D00740,FloorLamp,2240,1128,[3],[-0.762766  0.825336 -0.524981  0.506107 -0.518862  0.513242]
D00856,FloorLamp,6672,3339,[3],[-0.798935  0.773809 -0.568265  0.44833  -0.489934  0.533116]
D00875,FloorLamp,30052,15152,[3],[-0.947539  0.73091  -0.42432   0.433591 -0.431938  0.425882]
D00876,FloorLamp,28920,14464,[3],[-0.868267  0.608237 -0.597088  0.720198 -0.65649   0.676295]
D00888,FloorLamp,3632,1819,[3],[-0.91812   0.8264   -0.369781  0.6119   -0.503533  0.487681]
D00924,FloorLamp,34872,17626,[3],[-0.817161  0.860374 -0.425956  0.464848 -0.449487  0.439694]
D00955,FloorLamp,16560,8300,[3],[-0.750376  0.844038 -0.508289  0.459079 -0.498685  0.474606]
D00981,FloorLamp,816,454,[3],[-0.46224   1.0173   -0.56175   0.360743 -0.448819  0.47492 ]
m617,FloorLamp,8828,4440,[3],[0.025    0.381876 0.025    0.975    0.025    0.417182]
m618,FloorLamp,3232,1622,[3],[0.025    0.134223 0.025    0.975    0.025    0.134222]
m619,FloorLamp,696,361,[3],[0.025    0.174245 0.025    0.975    0.025    0.174245]
m620,FloorLamp,11058,5584,[3],[0.025    0.124357 0.025    0.975    0.025    0.116258]
m621,FloorLamp,1528,778,[3],[0.025    0.144523 0.025    0.975    0.025    0.144523]
m622,FloorLamp,88,54,[3],[0.025    0.099219 0.025    0.975    0.025    0.20127 ]
m623,FloorLamp,120,78,[3],[0.025    0.284805 0.025    0.975    0.025    0.249998]
m624,FloorLamp,76,46,[3],[0.025    0.171154 0.025    0.975    0.025    0.368539]
D00050,Glasses,11300,6852,[3],[-0.731417  0.570185 -0.349702  0.931312 -0.156199  0.169875]
D00201,Glasses,12656,6519,[3],[-0.487773  0.639588 -0.498747  0.555236 -0.213041  0.214302]
D00225,Glasses,3000,1524,[3],[-0.541097  0.680598 -0.533612  0.6235   -0.174802  0.132124]
D00432,Glasses,700,408,[3],[-0.820419  0.744221 -1.05912   0.462371 -0.181248  0.089982]
D00475,Glasses,3092,1566,[3],[-0.80163   0.310515 -0.587238  0.393097 -0.108938  0.258456]
D00507,Glasses,11300,6852,[3],[-0.72408   0.574905 -0.341379  0.932688 -0.158945  0.166407]
D00560,Glasses,8368,4230,[3],[-0.612564  0.628517 -0.450059  0.642733 -0.197618  0.102281]
D00575,Glasses,32776,17472,[3],[-0.721997  0.444237 -0.394149  0.891509 -0.102883  0.122972]
D00630,Glasses,5960,3019,[3],[-0.66284   0.427605 -0.782738  0.282376 -0.245093  0.142124]
D00640,Glasses,25604,13986,[3],[-0.877076  0.419126 -0.454786  0.850503 -0.083929  0.132444]
D00656,Glasses,868,220,[3],[-0.692427  0.71929  -0.563963  0.838516 -0.17177   0.188258]
D00660,Glasses,18568,10770,[3],[-0.686586  0.69791  -0.486169  0.902648 -0.117187  0.109791]
D00717,Glasses,3624,1836,[3],[-0.721225  0.523228 -0.358598  0.847668 -0.233443  0.191492]
D00730,Glasses,6336,3334,[3],[-0.483262  0.648804 -0.868901  0.380136 -0.127724  0.09945 ]
D00813,Glasses,1364,696,[3],[-0.592931  0.650733 -0.442166  0.640606 -0.220315  0.23731 ]
D00816,Glasses,30220,15752,[3],[-0.739573  0.543667 -0.950918  0.332378 -0.123246  0.088174]
D00877,Glasses,5414,2864,[3],[-0.799376  0.607667 -0.656955  0.660164 -0.262726  0.14246 ]
D00883,Glasses,5504,2804,[3],[-0.853373  0.503224 -0.29359   1.06823  -0.056078  0.153361]
D00937,Glasses,280,312,[3],[-0.525878  0.778809 -0.389073  0.892906 -0.151849  0.109602]
D00994,Glasses,4312,2199,[3],[-0.737751  0.459597 -0.996489  0.253962 -0.122722  0.137724]
D00023,Guitar,7019,3655,[3],[-0.796232  0.751486 -0.262497  0.27479  -0.054427  0.109924]
D00041,Guitar,50370,28373,[3],[-0.954516  0.464493 -0.18077   0.200318 -0.040154  0.02737 ]
D00076,Guitar,17465,8889,[3],[-0.750277  0.80501  -0.267778  0.303992 -0.03372   0.055867]
D00097,Guitar,448,270,[3],[-0.736794  0.808166 -0.21092   0.246712 -0.120674  0.02709 ]
D00124,Guitar,2871,2013,[3],[-0.662394  0.834363 -0.218193  0.256949 -0.046556  0.052156]
D00222,Guitar,1998,1068,[3],[-0.802099  1.00169  -0.325662  0.298917 -0.122863  0.090693]
D00232,Guitar,12087,7781,[3],[-0.669757  0.860566 -0.33698   0.302068 -0.137126  0.112353]
D00335,Guitar,64993,32795,[3],[-0.742286  0.775042 -0.285896  0.246724 -0.062144  0.129719]
D00374,Guitar,2575,1491,[3],[-1.04142   0.464543 -0.226905  0.207119 -0.08488   0.083787]
D00414,Guitar,1397,947,[3],[-0.861591  0.777109 -0.187211  0.326456 -0.151303  0.097247]
D00416,Guitar,9011,4694,[3],[-0.872283  0.587531 -0.288835  0.2832   -0.093521  0.055506]
D00461,Guitar,16932,8636,[3],[-0.787248  0.8791   -0.239581  0.270428 -0.047724  0.064037]
D00464,Guitar,5657,3016,[3],[-0.844418  0.698593 -0.240079  0.411624 -0.140326  0.111249]
D00494,Guitar,47406,32748,[3],[-0.826765  0.640354 -0.175486  0.204035 -0.069655  0.063467]
D00534,Guitar,3600,1864,[3],[-0.726362  0.720691 -0.239725  0.227699 -0.08063   0.07686 ]
D00549,Guitar,20236,10340,[3],[-0.663169  0.856067 -0.278976  0.145906 -0.021161  0.060895]
D00645,Guitar,1932,1033,[3],[-1.04426   0.431459 -0.213903  0.315375 -0.072762  0.061381]
D00655,Guitar,11008,8251,[3],[-0.774865  0.791883 -0.305031  0.309747 -0.015852  0.029027]
D00844,Guitar,13769,9253,[3],[-0.878815  0.725749 -0.313658  0.30587  -0.132861  0.214252]
D00849,Guitar,58093,29495,[3],[-0.674278  0.860378 -0.286515  0.219462 -0.057612  0.123724]
D00103,Gun,1654,1931,[3],[-0.795672  0.776603 -0.453606  0.434456 -0.096347  0.151426]
D00137,Gun,10332,5308,[3],[-1.04743   0.796371 -0.362179  0.405965 -0.112803  0.104621]
D00140,Gun,8734,4462,[3],[-1.01718   0.834684 -0.329426  0.33998  -0.126773  0.108157]
D00153,Gun,704,364,[3],[-0.774471  0.976852 -0.435366  0.412921 -0.109726  0.103612]
D00161,Gun,572,302,[3],[-0.79135   1.02624  -0.452913  0.546079 -0.153678  0.101841]
D00204,Gun,10640,5558,[3],[-0.781536  1.0094   -0.608466  0.451569 -0.128401  0.146249]
D00207,Gun,31917,16366,[3],[-0.482214  1.0129   -0.442009  0.359644 -0.150585  0.103934]
D00209,Gun,6484,6826,[3],[-1.01113   0.681548 -0.578126  0.35909  -0.168384  0.179591]
D00239,Gun,4229,2121,[3],[-0.645559  1.01275  -0.260866  0.221899 -0.05666   0.065709]
D00244,Gun,558,299,[3],[-0.755681  1.05437  -0.426545  0.624702 -0.166549  0.122758]
D00282,Gun,7618,3835,[3],[-1.08173   0.778063 -0.268859  0.456446 -0.131851  0.167787]
D00368,Gun,9270,4651,[3],[-0.896468  1.00275  -0.548704  0.480884 -0.142997  0.157207]
D00425,Gun,21237,10850,[3],[-0.816858  0.948911 -0.405542  0.486052 -0.07611   0.106463]
D00477,Gun,3772,2147,[3],[-0.88917   0.967026 -0.142298  0.25725  -0.069242  0.040597]
D00606,Gun,6668,3338,[3],[-0.745833  1.13767  -0.401651  0.703257 -0.222344  0.121953]
D00802,Gun,564,300,[3],[-0.541029  1.0134   -0.314238  0.294637 -0.088182  0.064344]
D00819,Gun,34169,17257,[3],[-0.754944  0.996926 -0.584595  0.306185 -0.132595  0.13543 ]
D00826,Gun,23596,11855,[3],[-0.842559  0.976257 -0.297612  0.279814 -0.119141  0.120482]
D00929,Gun,1394,1026,[3],[-0.822144  1.02365  -0.551779  0.602898 -0.112555  0.070117]
D00972,Gun,56646,28870,[3],[-1.23352   0.633474 -0.405593  0.572147 -0.156665  0.180521]
m648,Gun,2428,1238,[3],[0.025    0.975    0.025    0.613562 0.025    0.128121]
m649,Gun,1945,1094,[3],[0.025    0.975    0.025    0.68525  0.025    0.138763]
m650,Gun,2464,1460,[3],[0.025    0.975    0.025    0.660075 0.025    0.158238]
m651,Gun,130,91,[3],[0.025    0.268671 0.025    0.639117 0.025    0.975   ]
m652,Gun,10198,4950,[3],[0.025    0.194431 0.025    0.704267 0.025    0.975   ]
m653,Gun,4300,2162,[3],[0.025    0.975    0.025    0.466906 0.025    0.16723 ]
m654,Gun,2088,1064,[3],[0.025    0.975    0.025    0.555676 0.025    0.114499]
m655,Gun,704,364,[3],[0.025    0.148819 0.025    0.575499 0.025    0.975   ]
m656,Gun,31098,15763,[3],[0.025    0.1677   0.025    0.573957 0.025    0.975   ]
m657,Gun,36520,18283,[3],[0.025    0.230622 0.025    0.7468   0.025    0.975   ]
m658,Gun,560,293,[3],[0.025    0.189951 0.025    0.617093 0.025    0.975   ]
m659,Gun,2291,1181,[3],[0.025    0.975    0.025    0.497961 0.025    0.165304]
m660,Gun,3260,1085,[3],[0.025    0.15705  0.025    0.526839 0.025    0.975   ]
m661,Gun,668,370,[3],[0.025    0.975    0.025    0.151189 0.025    0.54785 ]
m662,Gun,828,460,[3],[0.025    0.975    0.025    0.156909 0.025    0.960369]
m663,Gun,922,502,[3],[0.025    0.975    0.025    0.13951  0.025    0.558544]
m664,Gun,9270,4651,[3],[0.025    0.975    0.025    0.721188 0.025    0.199559]
m665,Gun,3500,1847,[3],[0.025    0.184942 0.025    0.685913 0.025    0.975   ]
m666,Gun,26860,13440,[3],[0.025    0.975    0.025    0.69407  0.025    0.267973]
m667,Gun,1500,767,[3],[0.025    0.115473 0.025    0.421568 0.025    0.975   ]
m668,Gun,2538,1414,[3],[0.025    0.095224 0.025    0.307539 0.025    0.975   ]
m669,Gun,1832,1070,[3],[0.025    0.10005  0.025    0.164887 0.025    0.975   ]
m670,Gun,6538,3285,[3],[0.025    0.975    0.025    0.336501 0.025    0.071794]
m671,Gun,2302,1190,[3],[0.025    0.075425 0.025    0.237805 0.025    0.975   ]
m672,Gun,252,140,[3],[0.025    0.068667 0.025    0.238619 0.025    0.975   ]
m674,Gun,15199,7722,[3],[0.025    0.071835 0.025    0.254259 0.025    0.975   ]
m675,Gun,640,438,[3],[0.025    0.975    0.025    0.274906 0.025    0.114237]
m676,Gun,910,485,[3],[0.025    0.194667 0.025    0.269866 0.025    0.975   ]
m677,Gun,6623,3330,[3],[0.025    0.975    0.025    0.147214 0.025    0.060332]
m678,Gun,2216,1305,[3],[0.025    0.066242 0.025    0.212036 0.025    0.975   ]
m679,Gun,3774,2003,[3],[0.025    0.078136 0.025    0.243081 0.025    0.975   ]
m680,Gun,5500,2823,[3],[0.025    0.060861 0.025    0.117672 0.025    0.975   ]
m681,Gun,1160,630,[3],[0.025    0.975    0.025    0.08651  0.025    0.284788]
m682,Gun,926,550,[3],[0.025    0.975    0.025    0.090654 0.025    0.299704]
m683,Gun,932,502,[3],[0.025    0.190799 0.025    0.093371 0.025    0.975   ]
m684,Gun,55732,27919,[3],[0.025    0.975    0.025    0.520892 0.025    0.330532]
m685,Gun,550,280,[3],[0.025    0.187948 0.025    0.337259 0.025    0.975   ]
m686,Gun,1721,879,[3],[0.025    0.975    0.025    0.10846  0.025    0.256575]
D01006,Hand,15855,7929,[3],[0.025    0.576129 0.025    0.975    0.025    0.67506 ]
D01020,Hand,17044,8524,[3],[-0.392205  0.324763 -0.716188  0.978171 -0.321593  0.425116]
D01022,Hand,1710,799,[3],[0.025    0.975    0.025    0.39912  0.025    0.522038]
D01024,Hand,204,114,[3],[0.025    0.795743 0.025    0.975    0.025    0.40055 ]
